,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,hour_of_day,day_of_week,day_of_month,month,7DayAvg,7DayAvg_new
32,2011-01-02 09:00:00,Spring,0,0,Partly Cloudy,15.58,19.695,76,15.0013,33,9,6,2,1,736.0,666.7142857142857
33,2011-01-02 10:00:00,Spring,0,0,Partly Cloudy,14.76,17.425,81,15.0013,34,10,6,2,1,760.0,690.0
34,2011-01-02 11:00:00,Spring,0,0,Partly Cloudy,14.76,16.665,71,16.9979,35,11,6,2,1,783.0,713.1428571428571
35,2011-01-02 12:00:00,Spring,0,0,Partly Cloudy,14.76,16.665,66,19.9995,36,12,6,2,1,806.0,736.2857142857143
36,2011-01-02 13:00:00,Spring,0,0,Partly Cloudy,14.76,17.425,66,8.9981,37,13,6,2,1,830.0,759.5714285714286
37,2011-01-02 14:00:00,Spring,0,0,Light Storms/Rain,14.76,17.425,76,12.998,38,14,6,2,1,854.0,783.1428571428571
38,2011-01-02 15:00:00,Spring,0,0,Light Storms/Rain,13.94,16.665,81,11.0014,39,15,6,2,1,878.0,806.7142857142857
39,2011-01-02 16:00:00,Spring,0,0,Light Storms/Rain,13.94,16.665,71,11.0014,40,16,6,2,1,902.0,830.4285714285714
40,2011-01-02 17:00:00,Spring,0,0,Clear Skies,13.94,16.665,57,12.998,41,17,6,2,1,926.0,854.1428571428571
41,2011-01-02 18:00:00,Spring,0,0,Partly Cloudy,14.76,16.665,46,22.0028,42,18,6,2,1,950.0,878.0
42,2011-01-02 19:00:00,Spring,0,0,Clear Skies,13.12,14.395,42,30.0026,43,19,6,2,1,974.0,902.0
43,2011-01-02 20:00:00,Spring,0,0,Clear Skies,12.3,13.635,39,23.9994,44,20,6,2,1,998.0,926.0
44,2011-01-02 21:00:00,Spring,0,0,Clear Skies,10.66,11.365,44,22.0028,45,21,6,2,1,1021.0,949.8571428571429
45,2011-01-02 22:00:00,Spring,0,0,Clear Skies,9.84,10.605,44,19.9995,46,22,6,2,1,1044.0,973.5714285714286
46,2011-01-02 23:00:00,Spring,0,0,Clear Skies,9.02,11.365,47,11.0014,47,23,6,2,1,1068.0,997.2857142857143
47,2011-01-03 00:00:00,Spring,0,1,Clear Skies,9.02,9.85,44,23.9994,48,0,0,3,1,1092.0,1021.0
48,2011-01-03 01:00:00,Spring,0,1,Clear Skies,8.2,8.335,44,27.9993,49,1,0,3,1,1114.0,1044.4285714285713
49,2011-01-03 04:00:00,Spring,0,1,Clear Skies,6.56,6.82,47,26.0027,50,4,0,3,1,1137.0,1067.7142857142858
50,2011-01-03 05:00:00,Spring,0,1,Clear Skies,6.56,6.82,47,19.0012,51,5,0,3,1,1161.0,1091.0
51,2011-01-03 06:00:00,Spring,0,1,Clear Skies,5.74,5.305,50,26.0027,52,6,0,3,1,1184.0,1114.2857142857142
52,2011-01-03 07:00:00,Spring,0,1,Clear Skies,5.74,6.82,50,12.998,53,7,0,3,1,1207.0,1137.5714285714287
53,2011-01-03 08:00:00,Spring,0,1,Clear Skies,5.74,6.06,50,19.0012,54,8,0,3,1,1230.0,1160.7142857142858
54,2011-01-03 09:00:00,Spring,0,1,Clear Skies,6.56,6.82,43,26.0027,55,9,0,3,1,1253.0,1183.7142857142858
55,2011-01-03 10:00:00,Spring,0,1,Clear Skies,7.38,8.335,43,16.9979,56,10,0,3,1,1277.0,1207.0
56,2011-01-03 11:00:00,Spring,0,1,Clear Skies,8.2,9.09,40,22.0028,57,11,0,3,1,1300.0,1230.2857142857142
57,2011-01-03 12:00:00,Spring,0,1,Clear Skies,9.02,10.605,35,19.9995,58,12,0,3,1,1324.0,1253.5714285714287
58,2011-01-03 13:00:00,Spring,0,1,Clear Skies,9.84,10.605,35,19.0012,59,13,0,3,1,1348.0,1277.0
59,2011-01-03 14:00:00,Spring,0,1,Clear Skies,10.66,12.12,30,19.0012,60,14,0,3,1,1372.0,1300.5714285714287
60,2011-01-03 15:00:00,Spring,0,1,Clear Skies,10.66,12.12,30,16.9979,61,15,0,3,1,1396.0,1324.2857142857142
61,2011-01-03 16:00:00,Spring,0,1,Clear Skies,10.66,12.12,30,16.9979,62,16,0,3,1,1420.0,1348.142857142857
62,2011-01-03 17:00:00,Spring,0,1,Clear Skies,9.84,11.365,30,15.0013,63,17,0,3,1,1444.0,1372.0
63,2011-01-03 18:00:00,Spring,0,1,Clear Skies,9.84,12.88,32,7.0015,64,18,0,3,1,1468.0,1396.0
64,2011-01-03 19:00:00,Spring,0,1,Clear Skies,8.2,12.88,47,0.0,65,19,0,3,1,1492.0,1420.0
65,2011-01-03 20:00:00,Spring,0,1,Clear Skies,8.2,11.365,47,7.0015,66,20,0,3,1,1516.0,1444.0
66,2011-01-03 21:00:00,Spring,0,1,Clear Skies,7.38,9.85,64,8.9981,67,21,0,3,1,1540.0,1468.0
67,2011-01-03 22:00:00,Spring,0,1,Clear Skies,5.74,7.575,69,8.9981,68,22,0,3,1,1564.0,1492.0
68,2011-01-03 23:00:00,Spring,0,1,Clear Skies,7.38,10.605,55,7.0015,69,23,0,3,1,1587.0,1515.857142857143
69,2011-01-04 00:00:00,Spring,0,1,Clear Skies,6.56,9.09,55,7.0015,70,0,1,4,1,1611.0,1539.7142857142858
70,2011-01-04 01:00:00,Spring,0,1,Clear Skies,6.56,9.09,59,7.0015,71,1,1,4,1,1635.0,1563.5714285714287
71,2011-01-04 02:00:00,Spring,0,1,Clear Skies,5.74,7.575,63,8.9981,72,2,1,4,1,1659.0,1587.4285714285713
72,2011-01-04 04:00:00,Spring,0,1,Clear Skies,5.74,9.09,63,6.0032,73,4,1,4,1,1683.0,1611.2857142857142
73,2011-01-04 05:00:00,Spring,0,1,Clear Skies,4.92,7.575,68,7.0015,74,5,1,4,1,1707.0,1635.142857142857
74,2011-01-04 06:00:00,Spring,0,1,Clear Skies,4.92,7.575,74,7.0015,75,6,1,4,1,1731.0,1659.0
75,2011-01-04 07:00:00,Spring,0,1,Clear Skies,4.92,7.575,74,8.9981,76,7,1,4,1,1755.0,1683.0
76,2011-01-04 08:00:00,Spring,0,1,Clear Skies,5.74,7.575,69,11.0014,77,8,1,4,1,1779.0,1707.0
77,2011-01-04 09:00:00,Spring,0,1,Clear Skies,6.56,7.575,64,15.0013,78,9,1,4,1,1803.0,1731.0
78,2011-01-04 10:00:00,Spring,0,1,Partly Cloudy,6.56,6.82,69,22.0028,79,10,1,4,1,1827.0,1755.0
79,2011-01-04 11:00:00,Spring,0,1,Clear Skies,9.02,10.605,51,19.9995,80,11,1,4,1,1851.0,1779.0
80,2011-01-04 12:00:00,Spring,0,1,Clear Skies,9.02,11.365,51,11.0014,81,12,1,4,1,1875.0,1803.0
81,2011-01-04 13:00:00,Spring,0,1,Clear Skies,9.84,11.365,56,12.998,82,13,1,4,1,1899.0,1827.0
82,2011-01-04 14:00:00,Spring,0,1,Clear Skies,10.66,12.88,52,15.0013,83,14,1,4,1,1923.0,1851.0
83,2011-01-04 15:00:00,Spring,0,1,Clear Skies,11.48,13.635,52,16.9979,84,15,1,4,1,1947.0,1875.0
84,2011-01-04 16:00:00,Spring,0,1,Clear Skies,12.3,14.395,49,16.9979,85,16,1,4,1,1971.0,1899.0
85,2011-01-04 17:00:00,Spring,0,1,Clear Skies,11.48,13.635,48,15.0013,86,17,1,4,1,1995.0,1923.0
86,2011-01-04 18:00:00,Spring,0,1,Clear Skies,10.66,12.88,48,12.998,87,18,1,4,1,2019.0,1947.0
87,2011-01-04 19:00:00,Spring,0,1,Clear Skies,9.84,12.88,48,7.0015,88,19,1,4,1,2043.0,1971.0
88,2011-01-04 20:00:00,Spring,0,1,Clear Skies,9.84,12.88,48,7.0015,89,20,1,4,1,2067.0,1995.0
89,2011-01-04 21:00:00,Spring,0,1,Clear Skies,9.02,13.635,64,0.0,90,21,1,4,1,2091.0,2019.0
90,2011-01-04 22:00:00,Spring,0,1,Clear Skies,9.02,12.88,64,6.0032,91,22,1,4,1,2115.0,2043.0
91,2011-01-04 23:00:00,Spring,0,1,Clear Skies,8.2,11.365,69,6.0032,92,23,1,4,1,2139.0,2067.0
92,2011-01-05 00:00:00,Spring,0,1,Clear Skies,8.2,12.88,64,0.0,93,0,2,5,1,2163.0,2091.0
93,2011-01-05 01:00:00,Spring,0,1,Clear Skies,6.56,9.85,74,6.0032,94,1,2,5,1,2187.0,2115.0
94,2011-01-05 02:00:00,Spring,0,1,Clear Skies,6.56,9.85,74,6.0032,95,2,2,5,1,2211.0,2139.0
95,2011-01-05 04:00:00,Spring,0,1,Clear Skies,9.84,11.365,48,15.0013,96,4,2,5,1,2235.0,2163.0
96,2011-01-05 05:00:00,Spring,0,1,Clear Skies,9.02,11.365,47,11.0014,97,5,2,5,1,2259.0,2187.0
97,2011-01-05 06:00:00,Spring,0,1,Clear Skies,8.2,9.85,47,15.0013,98,6,2,5,1,2283.0,2211.0
98,2011-01-05 07:00:00,Spring,0,1,Clear Skies,7.38,9.09,43,12.998,99,7,2,5,1,2307.0,2235.0
99,2011-01-05 08:00:00,Spring,0,1,Clear Skies,8.2,9.09,40,19.9995,100,8,2,5,1,2331.0,2259.0
100,2011-01-05 09:00:00,Spring,0,1,Clear Skies,9.02,9.85,37,22.0028,101,9,2,5,1,2355.0,2283.0
101,2011-01-05 10:00:00,Spring,0,1,Clear Skies,9.02,9.85,37,22.0028,102,10,2,5,1,2379.0,2307.0
102,2011-01-05 11:00:00,Spring,0,1,Clear Skies,10.66,11.365,33,22.0028,103,11,2,5,1,2403.0,2331.0
103,2011-01-05 12:00:00,Spring,0,1,Clear Skies,10.66,11.365,33,22.0028,104,12,2,5,1,2427.0,2355.0
104,2011-01-05 13:00:00,Spring,0,1,Clear Skies,11.48,12.88,30,19.9995,105,13,2,5,1,2451.0,2379.0
105,2011-01-05 14:00:00,Spring,0,1,Clear Skies,12.3,14.395,28,12.998,106,14,2,5,1,2475.0,2403.0
106,2011-01-05 15:00:00,Spring,0,1,Clear Skies,12.3,14.395,28,12.998,107,15,2,5,1,2499.0,2427.0
107,2011-01-05 16:00:00,Spring,0,1,Clear Skies,12.3,15.91,28,6.0032,108,16,2,5,1,2523.0,2451.0
108,2011-01-05 17:00:00,Spring,0,1,Clear Skies,9.84,11.365,38,12.998,109,17,2,5,1,2547.0,2475.0
109,2011-01-05 18:00:00,Spring,0,1,Clear Skies,9.84,12.12,38,8.9981,110,18,2,5,1,2571.0,2499.0
110,2011-01-05 19:00:00,Spring,0,1,Clear Skies,9.84,12.88,38,7.0015,111,19,2,5,1,2595.0,2523.0
111,2011-01-05 20:00:00,Spring,0,1,Clear Skies,9.02,11.365,47,11.0014,112,20,2,5,1,2619.0,2547.0
112,2011-01-05 21:00:00,Spring,0,1,Clear Skies,8.2,9.85,51,12.998,113,21,2,5,1,2643.0,2571.0
113,2011-01-05 22:00:00,Spring,0,1,Clear Skies,7.38,9.85,55,8.9981,114,22,2,5,1,2667.0,2595.0
114,2011-01-05 23:00:00,Spring,0,1,Clear Skies,8.2,12.88,47,0.0,115,23,2,5,1,2691.0,2619.0
115,2011-01-06 00:00:00,Spring,0,1,Clear Skies,7.38,12.12,55,0.0,116,0,3,6,1,2715.0,2643.0
116,2011-01-06 01:00:00,Spring,0,1,Clear Skies,6.56,11.365,64,0.0,117,1,3,6,1,2739.0,2667.0
117,2011-01-06 02:00:00,Spring,0,1,Clear Skies,6.56,11.365,64,0.0,118,2,3,6,1,2763.0,2691.0
118,2011-01-06 04:00:00,Spring,0,1,Partly Cloudy,6.56,9.85,64,6.0032,119,4,3,6,1,2787.0,2715.0
119,2011-01-06 05:00:00,Spring,0,1,Partly Cloudy,5.74,9.09,69,6.0032,120,5,3,6,1,2811.0,2739.0
120,2011-01-06 06:00:00,Spring,0,1,Partly Cloudy,5.74,8.335,63,7.0015,121,6,3,6,1,2835.0,2763.0
121,2011-01-06 07:00:00,Spring,0,1,Partly Cloudy,6.56,11.365,59,0.0,122,7,3,6,1,2859.0,2787.0
122,2011-01-06 08:00:00,Spring,0,1,Clear Skies,6.56,11.365,59,0.0,123,8,3,6,1,2883.0,2811.0
123,2011-01-06 09:00:00,Spring,0,1,Partly Cloudy,7.38,12.12,51,0.0,124,9,3,6,1,2907.0,2835.0
124,2011-01-06 10:00:00,Spring,0,1,Clear Skies,8.2,12.88,47,0.0,125,10,3,6,1,2931.0,2859.0
125,2011-01-06 11:00:00,Spring,0,1,Clear Skies,9.02,12.88,44,6.0032,126,11,3,6,1,2955.0,2883.0
126,2011-01-06 12:00:00,Spring,0,1,Clear Skies,10.66,14.395,35,0.0,127,12,3,6,1,2979.0,2907.0
127,2011-01-06 13:00:00,Spring,0,1,Clear Skies,10.66,13.635,35,7.0015,128,13,3,6,1,3003.0,2931.0
128,2011-01-06 14:00:00,Spring,0,1,Clear Skies,11.48,13.635,36,11.0014,129,14,3,6,1,3027.0,2955.0
129,2011-01-06 15:00:00,Spring,0,1,Clear Skies,11.48,13.635,36,0.0,130,15,3,6,1,3051.0,2979.0
130,2011-01-06 16:00:00,Spring,0,1,Clear Skies,10.66,12.88,38,11.0014,131,16,3,6,1,3075.0,3003.0
131,2011-01-06 17:00:00,Spring,0,1,Clear Skies,9.02,11.365,51,11.0014,132,17,3,6,1,3099.0,3027.0
132,2011-01-06 18:00:00,Spring,0,1,Clear Skies,9.02,11.365,51,8.9981,133,18,3,6,1,3123.0,3051.0
133,2011-01-06 19:00:00,Spring,0,1,Clear Skies,9.02,12.88,55,6.0032,134,19,3,6,1,3147.0,3075.0
134,2011-01-06 20:00:00,Spring,0,1,Clear Skies,8.2,10.605,51,11.0014,135,20,3,6,1,3171.0,3099.0
135,2011-01-06 21:00:00,Spring,0,1,Partly Cloudy,9.02,10.605,55,15.0013,136,21,3,6,1,3195.0,3123.0
136,2011-01-06 22:00:00,Spring,0,1,Partly Cloudy,9.02,10.605,51,19.0012,137,22,3,6,1,3219.0,3147.0
137,2011-01-06 23:00:00,Spring,0,1,Partly Cloudy,8.2,9.85,59,12.998,138,23,3,6,1,3243.0,3171.0
138,2011-01-07 00:00:00,Spring,0,1,Partly Cloudy,8.2,9.85,64,12.998,139,0,4,7,1,3267.0,3195.0
139,2011-01-07 01:00:00,Spring,0,1,Partly Cloudy,8.2,9.85,69,15.0013,140,1,4,7,1,3291.0,3219.0
140,2011-01-07 02:00:00,Spring,0,1,Partly Cloudy,8.2,9.85,69,15.0013,141,2,4,7,1,3315.0,3243.0
141,2011-01-07 04:00:00,Spring,0,1,Partly Cloudy,8.2,10.605,69,8.9981,142,4,4,7,1,3339.0,3267.0
142,2011-01-07 05:00:00,Spring,0,1,Light Storms/Rain,9.02,13.635,55,0.0,143,5,4,7,1,3363.0,3291.0
143,2011-01-07 06:00:00,Spring,0,1,Partly Cloudy,8.2,12.88,69,0.0,144,6,4,7,1,3387.0,3315.0
144,2011-01-07 07:00:00,Spring,0,1,Clear Skies,8.2,10.605,69,8.9981,145,7,4,7,1,3411.0,3339.0
145,2011-01-07 08:00:00,Spring,0,1,Clear Skies,8.2,9.85,51,16.9979,146,8,4,7,1,3435.0,3363.0
146,2011-01-07 09:00:00,Spring,0,1,Clear Skies,8.2,9.09,47,19.9995,147,9,4,7,1,3459.0,3387.0
147,2011-01-07 10:00:00,Spring,0,1,Clear Skies,9.02,9.85,37,22.0028,148,10,4,7,1,3483.0,3411.0
148,2011-01-07 11:00:00,Spring,0,1,Partly Cloudy,8.2,9.85,40,15.0013,149,11,4,7,1,3507.0,3435.0
149,2011-01-07 12:00:00,Spring,0,1,Partly Cloudy,8.2,9.85,37,16.9979,150,12,4,7,1,3531.0,3459.0
150,2011-01-07 13:00:00,Spring,0,1,Partly Cloudy,8.2,9.09,37,19.0012,151,13,4,7,1,3555.0,3483.0
151,2011-01-07 14:00:00,Spring,0,1,Partly Cloudy,8.2,9.85,40,16.9979,152,14,4,7,1,3579.0,3507.0
152,2011-01-07 15:00:00,Spring,0,1,Partly Cloudy,8.2,10.605,37,11.0014,153,15,4,7,1,3603.0,3531.0
153,2011-01-07 16:00:00,Spring,0,1,Partly Cloudy,8.2,10.605,37,11.0014,154,16,4,7,1,3627.0,3555.0
154,2011-01-07 17:00:00,Spring,0,1,Partly Cloudy,8.2,12.88,37,0.0,155,17,4,7,1,3651.0,3579.0
155,2011-01-07 18:00:00,Spring,0,1,Clear Skies,8.2,11.365,40,6.0032,156,18,4,7,1,3675.0,3603.0
156,2011-01-07 19:00:00,Spring,0,1,Clear Skies,6.56,9.85,55,6.0032,157,19,4,7,1,3699.0,3627.0
157,2011-01-07 20:00:00,Spring,0,1,Clear Skies,7.38,10.605,47,7.0015,158,20,4,7,1,3723.0,3651.0
158,2011-01-07 21:00:00,Spring,0,1,Clear Skies,7.38,9.85,47,8.9981,159,21,4,7,1,3746.0,3674.8571428571427
159,2011-01-07 22:00:00,Spring,0,1,Partly Cloudy,7.38,9.85,43,11.0014,160,22,4,7,1,3770.0,3698.714285714286
160,2011-01-07 23:00:00,Spring,0,1,Partly Cloudy,7.38,9.85,51,11.0014,161,23,4,7,1,3793.0,3722.4285714285716
161,2011-01-08 00:00:00,Spring,0,0,Partly Cloudy,7.38,9.85,51,11.0014,162,0,5,8,1,3817.0,3746.1428571428573
162,2011-01-08 01:00:00,Spring,0,0,Partly Cloudy,7.38,10.605,55,6.0032,163,1,5,8,1,3841.0,3769.8571428571427
163,2011-01-08 02:00:00,Spring,0,0,Partly Cloudy,7.38,12.12,55,0.0,164,2,5,8,1,3865.0,3793.5714285714284
164,2011-01-08 03:00:00,Spring,0,0,Light Storms/Rain,7.38,9.85,55,11.0014,165,3,5,8,1,3888.0,3817.1428571428573
165,2011-01-08 04:00:00,Spring,0,0,Light Storms/Rain,7.38,9.85,55,11.0014,166,4,5,8,1,3912.0,3840.8571428571427
166,2011-01-08 05:00:00,Spring,0,0,Partly Cloudy,6.56,8.335,74,11.0014,167,5,5,8,1,3936.0,3864.5714285714284
167,2011-01-08 06:00:00,Spring,0,0,Partly Cloudy,6.56,8.335,74,11.0014,168,6,5,8,1,3960.0,3888.4285714285716
168,2011-01-08 07:00:00,Spring,0,0,Partly Cloudy,6.56,9.09,74,7.0015,169,7,5,8,1,3984.0,3912.285714285714
169,2011-01-08 08:00:00,Spring,0,0,Light Storms/Rain,6.56,9.09,93,7.0015,170,8,5,8,1,4008.0,3936.1428571428573
170,2011-01-08 09:00:00,Spring,0,0,Light Storms/Rain,6.56,9.09,93,7.0015,171,9,5,8,1,4032.0,3960.0
171,2011-01-08 10:00:00,Spring,0,0,Partly Cloudy,7.38,9.85,80,11.0014,172,10,5,8,1,4056.0,3984.0
172,2011-01-08 11:00:00,Spring,0,0,Partly Cloudy,8.2,9.09,69,26.0027,173,11,5,8,1,4080.0,4008.0
173,2011-01-08 12:00:00,Spring,0,0,Partly Cloudy,8.2,9.09,59,23.9994,174,12,5,8,1,4104.0,4032.0
174,2011-01-08 13:00:00,Spring,0,0,Clear Skies,8.2,9.09,44,22.0028,175,13,5,8,1,4128.0,4056.0
175,2011-01-08 14:00:00,Spring,0,0,Clear Skies,8.2,8.335,32,32.9975,176,14,5,8,1,4152.0,4080.0
176,2011-01-08 15:00:00,Spring,0,0,Clear Skies,8.2,8.335,32,30.0026,177,15,5,8,1,4176.0,4104.0
177,2011-01-08 16:00:00,Spring,0,0,Clear Skies,7.38,6.82,29,30.0026,178,16,5,8,1,4200.0,4128.0
178,2011-01-08 17:00:00,Spring,0,0,Clear Skies,6.56,6.06,37,36.9974,179,17,5,8,1,4224.0,4152.0
179,2011-01-08 18:00:00,Spring,0,0,Clear Skies,5.74,6.06,39,19.9995,180,18,5,8,1,4248.0,4176.0
180,2011-01-08 19:00:00,Spring,0,0,Clear Skies,5.74,6.06,36,16.9979,181,19,5,8,1,4272.0,4200.0
181,2011-01-08 20:00:00,Spring,0,0,Clear Skies,4.92,6.06,36,16.9979,182,20,5,8,1,4296.0,4224.0
182,2011-01-08 21:00:00,Spring,0,0,Clear Skies,4.92,5.305,39,23.9994,183,21,5,8,1,4320.0,4248.0
183,2011-01-08 22:00:00,Spring,0,0,Clear Skies,4.92,5.305,36,26.0027,184,22,5,8,1,4344.0,4272.0
184,2011-01-08 23:00:00,Spring,0,0,Clear Skies,4.1,3.03,39,30.0026,185,23,5,8,1,4368.0,4296.0
185,2011-01-09 00:00:00,Spring,0,0,Clear Skies,4.1,3.79,42,26.0027,186,0,6,9,1,4392.0,4320.0
186,2011-01-09 01:00:00,Spring,0,0,Clear Skies,4.1,3.03,42,31.0009,187,1,6,9,1,4416.0,4344.0
187,2011-01-09 02:00:00,Spring,0,0,Clear Skies,4.1,3.03,46,31.0009,188,2,6,9,1,4440.0,4368.0
188,2011-01-09 03:00:00,Spring,0,0,Clear Skies,4.1,3.79,46,27.9993,189,3,6,9,1,4464.0,4392.0
189,2011-01-09 04:00:00,Spring,0,0,Clear Skies,3.28,4.545,53,12.998,190,4,6,9,1,4488.0,4416.0
190,2011-01-09 05:00:00,Spring,0,0,Clear Skies,3.28,4.545,53,12.998,191,5,6,9,1,4511.0,4439.857142857143
191,2011-01-09 06:00:00,Spring,0,0,Clear Skies,4.1,4.545,49,19.0012,192,6,6,9,1,4535.0,4463.714285714285
192,2011-01-09 07:00:00,Spring,0,0,Clear Skies,3.28,4.545,53,12.998,193,7,6,9,1,4559.0,4487.571428571428
193,2011-01-09 08:00:00,Spring,0,0,Clear Skies,4.1,4.545,49,19.0012,194,8,6,9,1,4583.0,4511.428571428572
194,2011-01-09 09:00:00,Spring,0,0,Clear Skies,4.92,3.79,46,35.0008,195,9,6,9,1,4607.0,4535.285714285715
195,2011-01-09 10:00:00,Spring,0,0,Clear Skies,5.74,5.305,43,26.0027,196,10,6,9,1,4631.0,4559.142857142857
196,2011-01-09 11:00:00,Spring,0,0,Clear Skies,6.56,6.06,40,35.0008,197,11,6,9,1,4655.0,4583.0
197,2011-01-09 12:00:00,Spring,0,0,Clear Skies,7.38,6.82,37,30.0026,198,12,6,9,1,4679.0,4607.0
198,2011-01-09 13:00:00,Spring,0,0,Clear Skies,8.2,8.335,34,30.0026,199,13,6,9,1,4703.0,4631.0
199,2011-01-09 14:00:00,Spring,0,0,Clear Skies,9.02,9.09,32,31.0009,200,14,6,9,1,4727.0,4655.0
200,2011-01-09 15:00:00,Spring,0,0,Clear Skies,9.02,9.85,35,23.9994,201,15,6,9,1,4751.0,4679.0
201,2011-01-09 16:00:00,Spring,0,0,Clear Skies,8.2,8.335,34,30.0026,202,16,6,9,1,4775.0,4703.0
202,2011-01-09 17:00:00,Spring,0,0,Clear Skies,7.38,7.575,37,26.0027,203,17,6,9,1,4799.0,4727.0
203,2011-01-09 18:00:00,Spring,0,0,Clear Skies,6.56,6.82,40,22.0028,204,18,6,9,1,4823.0,4751.0
204,2011-01-09 19:00:00,Spring,0,0,Clear Skies,6.56,6.82,43,22.0028,205,19,6,9,1,4847.0,4775.0
205,2011-01-09 20:00:00,Spring,0,0,Clear Skies,5.74,6.06,46,16.9979,206,20,6,9,1,4871.0,4799.0
206,2011-01-09 21:00:00,Spring,0,0,Clear Skies,5.74,5.305,46,27.9993,207,21,6,9,1,4895.0,4823.0
207,2011-01-09 22:00:00,Spring,0,0,Clear Skies,5.74,6.06,46,19.9995,208,22,6,9,1,4919.0,4847.0
208,2011-01-09 23:00:00,Spring,0,0,Clear Skies,4.92,6.82,50,12.998,209,23,6,9,1,4943.0,4871.0
